store_id,product_id,price,unit_price,best_price_30,anchor_price,special_price
S23,228916,18.89,18.89,18.89,18.89,
S23,228919,15.74,15.74,15.74,15.74,
S23,228920,35.69,35.69,35.69,35.69,
S23,229943,9.03,10.62,9.03,8.93,
S23,240544,19.94,19.94,19.94,19.94,
S23,243130,21.74,21.74,21.74,21.74,
S23,244365,10.82,10.82,10.82,10.82,
S23,247854,33.50,33.50,29.93,29.93,
S23,248627,17.01,7.09,17.01,16.49,
S23,250280,38.75,38.75,38.75,38.75,
S23,251517,33.59,33.59,33.59,33.59,
S23,255575,19.85,19.85,17.01,17.01,
S23,256824,11.45,11.45,11.45,11.45,
S23,256830,40.90,40.90,40.90,40.90,
