product_id,barcode,name,brand,category,unit,quantity
4401239,5449000201935,"COCA-COLA ZERO SUGAR CAFFEINE 0,5L (12)",,Piće,L  ,0.500 L  
4401328,3858891567518,TOP GUM ŽVAKAĆE PEPPERMINT 14G (20),,Hrana,KOM,1 KOM
4401344,3858891567525,TOP GUM ŽVAKAĆE SPEARMINT 14G (20),,Hrana,KOM,1 KOM
4401930,5449000226242,"SCHWEPPES POMEGRANTE 0,5L (12)",,Piće,L  ,0.500 L  
4401980,3830053870827,KORNET VANILIJA JAMAICA 6X115ML,,Hrana,L  ,690.000 ML 
4402111,6959125704215,ČETKA ZA PRAŠINU,,Proizvodi za kućanstvo,KOM,1 KOM
4402545,2000044025456,BATAT,,Hrana,KG ,1 KG 
4402723,3850116042350,MACHO MIXBOX M6 450ML,,Hrana,L  ,450.000 ML 
4402898,8711000680162,"JACOBS INST.CAPP.MILKA 126,4G",,Hrana,KG ,126.400 GR 
4403339,8000500310427,NUTELLA BISCUITS 304GR.,,Hrana,KG ,304.000 GR 
4403428,3850116048628,"OSLIĆ FILET 800G ,LEDO",,Hrana,KG ,800.000 GR 
4403959,8001585008032,BISKVIT MINI ROLLS ČOKOLADA 180G,,Hrana,KG ,180.000 GR 
4404173,7613287491640,FELIX FANTASTIC JUNIOR PILETINA 4X85G,PURINA,Proizvodi za kućanstvo,KG ,340.000 GR 
4404890,3858892722121,MESNI DORUČAK 3X150G XXL,,Hrana,KG ,0.450 KG 
4405960,8435545735391,KOŠARICE PAPIRNATE ZA KOLAČE,,Proizvodi za kućanstvo,KOM,1 KOM
4406109,3838945040327,FRUCTAL CL.JAGODA 1L,,Piće,L  ,1.000 L  
4406125,3856016906549,"FINI DOMAĆI KRUH NAREZANI 700G,KLARA",,Hrana,KG ,700.000 GR 
